UTC,FMS_ALT_PRES,FMS_TAS,FMS_SAT,FMS_LAT,FMS_LON,FMS_GRD_SPD,FMS_HDG,FMS_TRK,FMS_WNS,FMS_WND,IRS_PITCH,IRS_ROLL,IRS_VERT_ACC,ADC_IAS,GPS_ALT,A_DewPoint,A_CabinPressure,A_SurfTemp,A_TotalTemp,A_JNO2_Nadir,A_JNO2_Zenith,A_RadarAlt,C_StaticPressure,C_DiffPressure,C_StatTempDegC,C_PotTempDegK,C_MachNumber,C_CabAltitude,C_VaporPresWater,C_SatVaporPresWater,C_SatVaporPresIce,C_MixingRatio,C_RelHumidity
70319,5915.0,208.2,22.0,39.933796,-105.066833,215.12,307.71,309.86,,,4.47,-21.02,0.135,184.58,6329.9,3.9,12.181,40.74,27.34,0.00091,0.007602,907.744,815.17,56.0,21.69,312.578,0.31,5102.2744,8.1074,26.0377,32.0203,6.24815,30.9
70320,5916.0,207.94,22.0,39.934361,-105.067856,215.25,305.61,307.6,,,4.76,-19.78,0.034,183.63,6329.9,3.78,12.18,40.38,27.2,0.000899,0.007606,904.861,815.23,56.018,21.55,312.425,0.31,5104.5591,8.0381,25.8184,31.7095,6.19372,31.09
70321,5920.4,207.25,22.0,39.934948,-105.068893,215.25,303.88,305.29,,,4.3,-16.69,0.059,181.96,6334.6,3.71,12.179,39.7,27.18,0.000872,0.007651,904.41,815.13,54.902,21.64,312.527,0.307,5105.9175,7.9981,25.9533,31.9005,6.16341,30.7
70322,5924.2,206.14,22.0,39.935478,-105.070053,215.12,302.05,303.53,,,3.5,-12.74,-0.01,180.98,6340.4,3.75,12.178,38.53,27.13,0.000839,0.007732,917.107,814.91,54.676,21.61,312.517,0.306,5108.624,8.0234,25.903,31.8293,6.18473,31.25
70323,5933.8,205.18,22.0,39.935974,-105.071129,215.12,300.46,302.1,,,2.92,-6.49,0.011,180.54,6347.9,3.87,12.177,37.02,27.19,0.000796,0.007868,923.379,814.73,53.647,21.77,312.713,0.303,5111.0356,8.0899,26.1695,32.2074,6.23794,30.66
70324,5939.4,204.39,22.0,39.936485,-105.072266,215.31,299.59,301.11,,,2.79,0.04,0.029,182.89,6355.4,4.03,12.176,35.82,27.44,0.000794,0.007944,926.433,814.53,53.771,22.0,312.974,0.304,5113.9805,8.1789,26.5305,32.7201,6.30883,31.2
70325,5949.4,205.51,22.0,39.936974,-105.07341,215.56,300.18,300.63,,,2.72,1.85,0.003,186.07,6362.2,4.32,12.175,35.32,27.43,0.00081,0.007954,930.478,814.32,55.356,21.84,312.828,0.308,5116.1147,8.3482,26.2736,32.3552,6.44243,32.56
70326,5953.0,208.04,21.67,39.937469,-105.074524,215.88,301.09,300.52,,,2.59,1.4,-0.028,187.16,6370.3,4.73,12.173,35.5,27.44,0.000825,0.007955,929.281,814.33,56.758,21.71,312.692,0.312,5118.999,8.5892,26.0698,32.0658,6.63036,33.48
70327,5962.2,209.81,21.5,39.937981,-105.075645,215.94,301.51,300.61,,,2.42,1.31,-0.039,186.41,6378.0,5.09,12.172,36.13,27.49,0.000838,0.00796,929.009,814.14,57.388,21.7,312.7,0.313,5121.4624,8.8096,26.0507,32.0386,6.80392,33.96
70328,5967.0,210.41,21.83,39.938484,-105.076744,216.25,301.76,300.74,,,2.57,0.6,0.059,187.37,6388.6,5.31,12.172,37.02,27.65,0.000843,0.007959,929.098,813.95,57.24,21.86,312.896,0.313,5122.6743,8.9482,26.3155,32.4146,6.91376,34.33
70329,5971.2,211.11,22.0,39.93898,-105.077835,216.69,301.7,300.85,,,3.02,-0.54,-0.001,187.52,6397.0,5.46,12.17,38.17,27.49,0.000844,0.007939,933.101,813.67,57.941,21.64,312.69,0.315,5125.6729,9.0392,25.9585,31.908,6.98732,34.85
70330,5988.4,211.6,22.0,39.939507,-105.078979,216.94,301.62,300.89,,,2.91,-0.03,-0.002,186.74,6405.7,5.52,12.169,39.4,27.52,0.00084,0.007948,940.73,813.36,57.969,21.66,312.745,0.315,5127.8555,9.078,25.9894,31.9518,7.02032,35.04
70331,5991.6,211.61,22.0,39.940052,-105.080116,217.12,301.59,300.87,,,2.74,-0.37,-0.03,185.71,6413.2,5.49,12.168,40.44,27.44,0.000834,0.007947,946.623,813.21,56.992,21.68,312.785,0.313,5130.4634,9.0574,26.0252,32.0025,7.00555,34.72
70332,5999.2,210.38,22.0,39.940556,-105.081215,217.31,302.17,300.81,,,2.17,-1.28,-0.049,185.75,6421.6,5.52,12.168,41.03,27.44,0.000828,0.007939,948.272,812.9,56.3,21.74,312.88,0.311,5131.6689,9.0785,26.1169,32.1326,7.02475,35.04
70333,6005.8,210.16,22.0,39.941051,-105.082336,217.69,302.76,300.76,,,1.94,-1.05,-0.066,186.35,6430.1,5.68,12.17,41.27,27.38,0.000823,0.007944,947.933,812.79,56.747,21.64,312.79,0.312,5126.5029,9.1775,25.9634,31.9149,7.10323,35.32
70334,6013.0,210.5,22.0,39.941566,-105.083481,218.06,302.41,300.74,,,2.31,-0.58,-0.008,188.31,6436.5,5.92,12.179,41.34,27.37,0.000822,0.007951,945.854,812.53,57.041,21.6,312.773,0.313,5107.6812,9.3344,25.894,31.8167,7.22847,36.42
70335,6014.2,211.5,21.67,39.942089,-105.084633,218.44,301.78,300.7,,,2.86,-0.85,0.012,189.35,6441.1,6.16,12.192,41.35,27.3,0.000823,0.00794,980.73,812.38,58.22,21.42,312.595,0.316,5077.9385,9.4915,25.6069,31.4103,7.35289,37.28
70336,6020.8,212.77,21.5,39.942619,-105.085716,218.75,301.88,300.61,,,3.11,-1.75,0.096,190.98,6445.2,6.29,12.207,41.32,27.46,0.000827,0.007935,1008.644,812.25,58.853,21.51,312.706,0.318,5046.6318,9.5759,25.749,31.6113,7.42023,37.57
70337,6029.2,214.45,21.5,39.943123,-105.086838,218.88,302.7,300.48,,,3.01,-2.42,0.061,190.79,6449.1,6.28,12.217,41.21,27.35,0.000836,0.007936,1042.367,812.15,60.204,21.27,312.464,0.321,5022.9688,9.5702,25.376,31.0841,7.41666,37.73
70338,6034.8,214.76,21.5,39.943653,-105.088013,219.0,303.14,300.3,,,2.87,-2.03,-0.08,189.51,6455.6,6.16,12.223,41.08,27.23,0.000848,0.007948,1077.6,811.99,58.92,21.27,312.487,0.318,5010.8389,9.4885,25.383,31.0939,7.35409,37.27
70339,6039.2,214.03,21.5,39.944157,-105.089157,219.12,302.91,300.17,,,2.87,1.14,-0.05,188.6,6464.2,5.98,12.224,40.98,27.23,0.000866,0.007962,1102.827,811.72,58.637,21.31,312.549,0.317,5007.4429,9.3726,25.4315,31.1624,7.26559,36.5
70340,6046.2,213.38,21.5,39.944683,-105.090294,219.25,302.13,300.19,,,2.87,5.06,-0.122,189.25,6473.2,5.79,12.223,40.94,27.25,0.000898,0.007981,1136.268,811.51,58.128,21.37,312.64,0.316,5011.4185,9.2472,25.5314,31.3036,7.16921,35.86
70341,6055.6,213.31,21.5,39.945213,-105.091446,219.44,301.61,300.37,,,3.36,6.87,0.002,191.24,6478.7,5.6,12.22,40.97,27.39,0.000917,0.007973,1142.002,811.29,58.643,21.46,312.762,0.317,5016.2192,9.1257,25.675,31.5066,7.07589,35.3
70342,6057.2,214.51,21.5,39.945732,-105.09259,219.38,302.24,300.74,,,3.51,6.74,-0.005,191.45,6480.9,5.41,12.218,41.1,27.47,0.000911,0.007948,1174.426,811.31,60.275,21.37,312.666,0.322,5021.1128,9.0107,25.5373,31.3118,6.98549,35.28
70343,6054.4,215.29,21.5,39.946251,-105.093674,219.31,303.33,301.2,,,2.73,6.74,-0.045,189.11,6482.1,5.23,12.216,41.26,27.38,0.000894,0.007954,1197.513,811.35,59.53,21.36,312.646,0.32,5024.9604,8.8971,25.5144,31.2794,6.89612,34.51
70344,6057.6,215.01,21.5,39.94677,-105.094826,219.44,303.84,301.79,,,2.03,7.21,-0.068,190.58,6483.1,5.06,12.216,41.27,27.4,0.00088,0.007955,1203.819,811.32,58.977,21.44,312.734,0.318,5026.002,8.789,25.6397,31.4566,6.81168,34.07
70345,6063.2,214.69,21.5,39.947357,-105.095909,219.56,303.93,302.48,,,1.5,7.85,-0.099,192.01,6482.5,4.94,12.216,40.93,27.57,0.000871,0.007954,1198.198,811.18,59.285,21.57,312.887,0.319,5025.6021,8.718,25.8441,31.7459,6.75722,33.57
70346,6057.6,216.01,21.5,39.947922,-105.097023,219.88,304.19,303.07,,,0.9,8.59,-0.104,191.76,6478.6,4.82,12.217,40.21,27.57,0.000864,0.007948,1180.122,811.25,60.627,21.44,312.747,0.323,5023.3218,8.6428,25.6468,31.4667,6.69774,33.51
70347,6048.4,216.38,21.5,39.94849,-105.098145,220.38,305.26,303.64,,,1.22,10.08,-0.019,191.12,6472.3,4.69,12.219,39.31,27.53,0.000872,0.00792,1169.02,811.4,59.935,21.47,312.757,0.321,5019.0083,8.5697,25.6856,31.5214,6.63927,33.28
70348,6047.4,216.19,21.5,39.949074,-105.099258,220.94,306.58,304.37,,,1.68,12.44,0.063,191.87,6463.9,4.56,12.221,38.43,27.54,0.000894,0.007898,1156.258,811.74,60.056,21.47,312.727,0.321,5014.6812,8.4892,25.6967,31.5371,6.57346,32.83
70349,6035.8,216.27,21.5,39.949635,-105.100319,221.5,307.41,305.22,,,2.08,13.33,0.103,192.41,6456.3,4.41,12.223,37.81,27.55,0.000892,0.007909,1139.602,811.88,60.513,21.44,312.67,0.322,5011.2354,8.404,25.6359,31.4512,6.50569,32.8
70350,6029.2,216.8,21.5,39.950275,-105.101395,222.0,308.34,306.39,,,2.08,13.07,0.046,191.75,6449.5,4.29,12.224,37.64,27.54,0.000872,0.007914,1131.549,811.91,60.875,21.39,312.62,0.323,5009.2349,8.3285,25.5654,31.3516,6.4464,32.15
70351,6022.4,216.78,21.5,39.95092,-105.10244,222.31,309.55,307.73,,,1.77,12.7,-0.045,191.76,6446.5,4.11,12.224,37.84,27.55,0.00085,0.007919,1120.951,812.08,60.408,21.44,312.658,0.322,5008.6411,8.2284,25.6491,31.4699,6.36675,31.95
70352,6022.6,216.62,21.5,39.951584,-105.1035,222.62,310.85,308.85,,,1.57,12.7,-0.04,191.58,6444.6,3.94,12.225,37.96,27.53,0.000842,0.00793,1122.011,812.35,60.399,21.44,312.619,0.322,5006.8096,8.1279,25.6355,31.4506,6.28609,31.54
70353,6016.0,216.42,21.5,39.952221,-105.104454,223.19,312.2,309.9,,,1.53,12.78,-0.046,191.01,6441.3,3.8,12.225,37.61,27.52,0.000842,0.007942,1130.614,812.52,59.997,21.46,312.63,0.321,5005.5757,8.0477,25.6808,31.5148,6.22205,31.2
70354,6011.8,216.07,21.5,39.952911,-105.105492,223.69,313.49,310.98,,,1.51,12.98,-0.028,191.11,6436.6,3.84,12.226,36.63,27.55,0.000848,0.007935,1124.316,812.6,59.836,21.5,312.661,0.32,5003.481,8.07,25.7409,31.5998,6.23886,31.54
70355,6010.8,215.73,21.5,39.953651,-105.106483,224.06,314.75,311.92,,,1.04,12.6,-0.029,191.53,6431.7,4.05,12.227,35.16,27.58,0.000848,0.007932,1115.395,812.77,59.759,21.54,312.685,0.32,5001.0928,8.1894,25.8037,31.6887,6.33082,31.84
70356,6007.4,215.91,21.5,39.954369,-105.107468,224.62,316.03,312.96,,,0.51,11.42,-0.024,192.66,6425.4,4.41,12.228,33.53,27.9,0.000839,0.007939,1106.266,812.83,60.189,21.81,312.966,0.321,4998.5791,8.4029,26.2352,32.3005,6.49708,32.83
70357,5995.0,216.55,21.83,39.955074,-105.108421,225.31,317.33,314.06,,,0.47,10.01,0.109,192.82,6416.9,4.79,12.23,32.05,27.82,0.000828,0.007956,1094.995,813.17,61.261,21.64,312.742,0.324,4994.7061,8.6305,25.9538,31.9014,6.67216,33.47
70358,5986.0,217.3,22.0,39.955811,-105.10939,226.06,318.0,315.07,,,0.41,9.58,0.015,194.75,6406.3,5.11,12.231,30.93,27.97,0.000835,0.007961,1080.283,813.33,60.949,21.82,312.916,0.323,4993.9585,8.8212,26.2419,32.3099,6.81987,34.05
70359,5980.4,215.73,22.33,39.956619,-105.110336,226.94,317.89,316.08,,,0.43,8.89,-0.064,196.94,6399.8,5.27,12.231,30.4,28.03,0.000832,0.007965,1073.973,813.44,60.739,21.9,312.988,0.322,4992.8584,8.9203,26.3718,32.4949,6.8963,33.18
70360,5973.4,214.55,22.17,39.957382,-105.111252,227.69,318.79,316.85,,,1.01,8.15,0.055,199.84,6394.4,5.31,12.233,30.66,28.16,0.000827,0.007979,1056.106,813.64,60.727,22.02,313.099,0.322,4988.8042,8.9439,26.573,32.7808,6.91313,33.53
70361,5971.6,215.25,21.67,39.958172,-105.112167,228.19,320.28,317.44,,,1.14,6.07,0.003,200.06,6388.9,5.27,12.234,31.58,28.2,0.000811,0.007997,1048.516,813.96,61.278,22.01,313.053,0.324,4987.1777,8.9189,26.5555,32.7557,6.8908,33.5
70362,5971.4,215.08,22.15,39.958984,-105.113098,228.69,321.22,318.08,,,0.59,3.44,-0.015,199.82,6383.2,5.16,12.234,32.84,28.22,0.000799,0.008001,1043.021,814.14,61.064,22.05,313.075,0.323,4986.1514,8.8552,26.6209,32.8492,6.83953,32.43
70363,5960.2,214.18,22.5,39.959766,-105.114014,229.19,321.43,318.65,,,0.83,1.7,-0.005,198.98,6378.1,5.05,12.235,34.31,28.21,0.0008,0.008025,1036.124,814.13,59.427,22.2,313.236,0.319,4984.855,8.7878,26.8694,33.2036,6.78694,33.03
70364,5955.0,216.84,22.17,39.960583,-105.114883,229.75,321.04,319.0,,,0.81,1.48,0.002,199.33,6372.0,4.92,12.236,36.0,28.31,0.000851,0.008042,1027.822,814.31,61.32,22.12,313.131,0.324,4982.9824,8.7043,26.7359,33.0128,6.72023,31.98
70365,5947.0,217.06,22.33,39.961399,-105.115822,230.38,320.77,319.22,,,0.98,1.96,0.143,199.51,6365.8,4.79,12.237,37.75,28.32,0.000882,0.008051,1015.694,814.51,61.232,22.14,313.131,0.323,4979.249,8.6254,26.7691,33.06,6.65703,32.37
70366,5946.0,218.63,22.5,39.9622,-105.116699,230.94,321.31,319.37,,,0.89,1.41,0.058,200.15,6361.1,4.7,12.238,39.18,28.32,0.000896,0.008053,997.94,814.75,63.89,21.88,312.83,0.33,4978.3296,8.5719,26.3496,32.4631,6.61331,32.67
70367,5941.8,218.09,22.5,39.96302,-105.11763,231.5,321.93,319.53,,,0.74,2.09,0.038,200.16,6359.8,4.62,12.238,40.13,28.38,0.000936,0.008057,1002.437,814.89,61.061,22.22,313.174,0.323,4977.5991,8.5283,26.9026,33.2509,6.57819,30.74
70368,5941.8,219.48,22.17,39.963829,-105.118515,232.06,321.92,319.75,,,0.75,3.89,0.094,200.36,6360.3,4.6,12.239,40.81,28.84,0.000962,0.008052,1004.621,814.81,62.279,22.55,313.532,0.326,4976.5737,8.5118,27.4447,34.0246,6.56599,31.08
70369,5944.8,221.4,22.0,39.964672,-105.119431,232.69,321.57,320.08,,,0.52,6.52,-0.029,202.73,6361.7,4.67,12.238,41.44,28.83,0.000981,0.00805,999.547,814.8,63.261,22.45,313.42,0.329,4977.4736,8.5547,27.2656,33.7683,6.59961,31.12
70370,5945.0,222.16,22.65,39.96553,-105.120323,233.25,321.66,320.47,,,0.88,6.16,0.071,205.1,6365.1,5.01,12.239,42.06,29.07,0.00097,0.008065,992.058,814.55,61.142,22.89,313.915,0.323,4976.3174,8.7622,28.0068,34.8298,6.76348,31.72
70371,5950.4,222.74,22.67,39.966385,-105.121231,233.62,322.15,320.95,,,0.94,3.85,-0.053,206.22,6369.0,5.54,12.238,42.65,28.77,0.000941,0.008067,1000.878,814.63,65.033,22.22,313.196,0.333,4977.25,9.0936,26.8914,33.2346,7.02143,34.28
70372,5955.4,220.46,22.83,39.967243,-105.122086,234.06,322.93,321.46,,,1.11,3.76,-0.009,205.59,6374.2,5.93,12.238,43.19,28.76,0.000926,0.008068,978.244,814.43,61.585,22.54,313.562,0.324,4977.0703,9.3421,27.4266,33.9987,7.21735,33.55
70373,5954.4,218.8,23.0,39.968098,-105.12294,234.5,323.55,321.83,,,1.25,5.86,0.061,203.07,6378.2,6.03,12.239,43.66,28.79,0.000919,0.008059,977.685,814.18,61.754,22.55,313.597,0.325,4976.3403,9.4052,27.4386,34.0159,7.26892,35.66
70374,5961.0,221.18,22.67,39.968956,-105.123795,234.88,323.24,322.32,,,0.78,6.92,-0.141,202.78,6382.9,5.94,12.237,44.05,28.74,0.000893,0.008053,981.908,814.19,62.592,22.42,313.462,0.327,4979.0864,9.3474,27.2271,33.7132,7.22366,33.45
70375,5965.6,221.26,22.17,39.969818,-105.124649,235.25,322.77,322.89,,,0.68,6.96,-0.144,206.21,6389.7,5.82,12.237,44.25,28.71,0.000855,0.008063,989.918,813.65,63.678,22.28,313.37,0.33,4979.0195,9.271,26.996,33.3846,7.16873,34.64
70376,5968.0,222.8,22.33,39.970673,-105.125465,235.62,323.76,323.35,,,1.08,7.21,-0.079,204.02,6393.6,5.65,12.238,44.21,28.54,0.000837,0.008059,1045.23,813.66,66.641,21.83,312.889,0.337,4977.6636,9.1624,26.2569,32.3313,7.08376,34.79
70377,5967.8,223.31,22.83,39.971531,-105.126282,236.0,325.21,323.83,12.5,117.7,1.16,5.81,-0.03,204.14,6391.7,5.46,12.239,43.89,28.6,0.000821,0.008073,1040.942,813.72,64.572,22.09,313.16,0.332,4976.2744,9.0418,26.6823,32.9367,6.9889,34.05
70378,5965.2,220.78,22.67,39.972466,-105.127151,236.25,326.63,324.36,12.75,118.41,0.87,3.02,-0.056,207.22,6388.1,5.29,12.239,43.21,28.72,0.000803,0.008093,1031.693,814.08,63.268,22.33,313.38,0.329,4974.7715,8.9345,27.0812,33.5054,6.90196,32.84
70379,5958.2,222.1,22.17,39.973339,-105.127945,236.44,327.04,324.78,13.0,118.55,1.69,1.74,0.073,206.72,6383.9,5.12,12.241,42.37,28.71,0.000803,0.0081,1019.909,814.07,62.56,22.39,313.439,0.327,4972.0928,8.8292,27.1728,33.636,6.81978,33.07
70380,5956.4,222.95,22.33,39.974277,-105.128761,236.5,327.0,325.11,13.0,118.12,2.22,1.45,0.125,207.41,6378.3,5.02,12.242,41.74,28.69,0.000812,0.008109,1006.616,814.32,65.051,22.14,313.146,0.333,4969.1611,8.7691,26.7605,33.0478,6.77079,33.87
70381,5945.8,224.15,22.17,39.975166,-105.129562,236.44,327.1,325.39,13.0,118.12,1.54,0.32,-0.021,206.62,6373.4,5.07,12.242,41.59,28.72,0.000768,0.008108,1005.033,814.65,66.374,22.04,313.009,0.336,4968.5146,8.797,26.6054,32.8271,6.78975,33.57
70382,5946.4,222.2,22.6,39.976067,-105.130371,236.31,327.13,325.55,13.25,118.41,1.0,-1.14,-0.094,207.39,6371.2,5.21,12.242,41.72,28.74,0.000823,0.008111,1008.901,814.47,63.141,22.37,313.38,0.328,4968.0918,8.8853,27.1477,33.6003,6.86021,33.82
70383,5950.4,222.53,22.67,39.976986,-105.13118,236.25,327.35,325.57,13.5,118.83,1.16,-2.17,-0.023,206.38,6369.6,5.35,12.243,41.81,28.72,0.000866,0.00809,999.414,814.37,63.202,22.34,313.355,0.328,4966.1162,8.9719,27.0926,33.5216,6.92864,32.55
70384,5943.4,220.44,22.83,39.977879,-105.131958,236.38,327.54,325.52,13.75,118.83,1.43,-2.49,0.008,205.12,6365.9,5.47,12.244,41.81,28.65,0.00087,0.008099,984.554,814.49,62.472,22.35,313.349,0.327,4964.4502,9.048,27.1027,33.5359,6.9871,33.63
70385,5941.2,219.7,23.0,39.978737,-105.132812,236.56,327.25,325.48,14.25,118.83,1.21,-2.92,-0.018,205.45,6362.5,5.49,12.245,41.87,28.65,0.000853,0.008089,974.683,814.68,62.437,22.35,313.332,0.326,4963.2349,9.0587,27.1094,33.5453,6.99379,32.89
70386,5939.4,219.56,22.67,39.979668,-105.133583,236.69,326.97,325.35,14.5,119.11,1.09,-3.38,-0.034,204.19,6358.6,5.45,12.245,42.08,28.63,0.000834,0.008084,965.177,814.68,62.24,22.34,313.326,0.326,4961.5029,9.036,27.1004,33.5325,6.97608,33.53
70387,5931.4,220.85,22.83,39.98053,-105.134399,236.81,326.56,325.17,14.75,119.53,1.08,-3.47,-0.037,202.91,6355.2,5.47,12.246,42.41,28.68,0.000819,0.008087,934.557,814.8,61.579,22.46,313.437,0.324,4959.7979,9.0458,27.2925,33.8066,6.98263,33.37
70388,5937.0,217.24,23.0,39.981483,-105.135216,236.94,325.89,325.02,15.25,120.09,1.33,-2.16,0.009,203.52,6350.3,5.44,12.247,42.81,28.66,0.000806,0.008092,918.564,814.85,60.445,22.55,313.527,0.321,4957.29,9.0258,27.4448,34.0252,6.96662,33.92
70389,5921.0,216.84,22.67,39.982338,-105.136086,237.06,325.36,324.89,15.5,121.78,1.77,2.73,0.094,203.1,6344.2,5.26,12.249,43.22,28.71,0.000804,0.008117,925.073,815.19,62.995,22.36,313.282,0.328,4953.5405,8.9173,27.1181,33.5577,6.87906,32.91
70390,5919.8,216.03,22.83,39.983276,-105.136917,237.19,325.67,324.91,15.75,123.61,2.32,7.03,0.112,204.01,6339.1,5.08,12.25,43.55,28.81,0.000827,0.008122,921.599,815.56,63.876,22.37,313.258,0.33,4950.7437,8.8072,27.1438,33.5946,6.79008,32.34
70391,5913.8,218.52,22.7,39.984138,-105.137711,237.19,326.63,325.17,16.0,124.73,2.44,8.9,0.055,203.54,6336.7,4.89,12.251,43.69,28.76,0.000808,0.008095,912.635,815.73,64.184,22.29,313.155,0.331,4949.4517,8.6871,27.014,33.4091,6.69503,32.26
70392,5910.2,220.51,23.15,39.985085,-105.138512,237.0,327.99,325.79,16.25,125.44,2.41,10.04,0.011,204.45,6336.9,4.69,12.251,43.56,28.69,0.0008,0.008069,901.984,815.76,63.615,22.29,313.147,0.329,4948.5459,8.5656,27.006,33.3981,6.60024,31.7
70393,5913.2,221.41,22.85,39.986,-105.13932,236.69,328.89,326.62,16.25,125.58,2.7,10.85,0.096,202.93,6337.7,4.48,12.252,43.12,28.59,0.00087,0.008064,896.169,815.57,62.974,22.24,313.118,0.328,4947.4048,8.4452,26.9298,33.2892,6.50796,31.16
70394,5908.4,221.19,22.5,39.986916,-105.140038,236.38,329.41,327.55,16.0,125.44,2.99,9.99,0.121,202.08,6339.8,4.34,12.252,42.35,28.53,0.000854,0.008081,891.824,815.44,64.075,22.08,312.962,0.33,4946.8486,8.3585,26.6671,32.9149,6.4415,31.71
70395,5919.4,223.35,22.17,39.987865,-105.14077,236.12,330.41,328.51,16.0,125.86,2.43,8.89,0.029,200.28,6345.8,4.25,12.252,41.45,28.52,0.000833,0.008107,888.416,815.32,65.054,21.97,312.86,0.333,4947.8174,8.3053,26.4905,32.6633,6.40104,31.06
70396,5927.8,224.26,22.33,39.988804,-105.141495,235.88,331.81,329.37,15.75,125.86,1.39,8.51,-0.136,201.6,6355.0,4.23,12.251,40.76,28.65,0.000817,0.008126,882.861,815.15,62.537,22.34,313.275,0.327,4950.0181,8.2965,27.0997,33.5315,6.3956,30.63
70397,5940.4,222.76,22.8,39.989769,-105.142189,235.69,333.22,329.77,15.5,125.58,0.6,7.23,-0.19,201.22,6363.4,4.21,12.25,40.52,28.61,0.00079,0.008129,886.125,814.64,60.58,22.49,313.487,0.322,4951.8193,8.2873,27.344,33.8803,6.39239,29.9
70398,5946.4,215.11,23.0,39.990719,-105.14286,235.69,333.63,330.71,16.0,125.16,1.6,4.92,-0.011,202.88,6369.2,4.32,12.251,40.67,28.6,0.000754,0.008158,895.355,814.67,58.213,22.71,313.711,0.315,4950.251,8.3477,27.7048,34.3973,6.43921,30.94
70399,5946.2,215.26,22.35,39.991676,-105.143555,235.75,333.47,331.33,16.75,125.44,3.07,3.59,0.154,203.37,6371.8,4.62,12.252,41.04,28.56,0.000733,0.008159,896.476,814.33,61.578,22.35,313.366,0.324,4947.8975,8.5275,27.1022,33.5354,6.58222,32.13
70400,5940.2,219.14,22.0,39.992664,-105.144211,235.62,333.54,331.79,17.0,126.14,3.74,2.65,0.118,202.41,6374.2,4.91,12.252,41.41,28.49,0.000716,0.008143,915.015,814.51,64.785,21.97,312.946,0.332,4947.3281,8.7021,26.4854,32.6561,6.71694,32.91
70401,5946.8,221.14,22.0,39.993614,-105.144852,235.19,333.7,332.16,16.75,126.56,3.34,1.31,0.039,201.64,6380.2,5.03,12.252,41.56,28.44,0.000701,0.008138,935.911,814.46,63.713,22.02,313.003,0.33,4947.6743,8.7764,26.5633,32.767,6.77529,32.83
70402,5957.8,220.67,22.33,39.994591,-105.145485,234.62,334.04,332.4,16.5,126.56,2.87,-0.08,-0.051,200.98,6390.1,5.06,12.251,41.32,28.49,0.000694,0.008137,932.98,814.22,61.77,22.25,313.28,0.325,4949.0391,8.7898,26.9552,33.3267,6.7878,31.85
70403,5973.2,220.41,22.17,39.995548,-105.146133,234.19,334.08,332.56,16.5,126.56,2.71,0.37,0.087,203.0,6399.3,5.01,12.252,40.59,28.68,0.0007,0.008146,928.596,813.68,60.772,22.53,313.638,0.322,4948.2178,8.7625,27.4139,33.9801,6.77099,32.11
70404,5976.6,222.8,22.0,39.996502,-105.146774,233.81,333.88,332.67,16.25,126.56,2.42,-0.02,-0.145,203.4,6409.1,4.96,12.25,39.5,28.64,0.000705,0.008141,936.498,813.53,63.891,22.19,313.29,0.33,4951.3867,8.7292,26.8474,33.1715,6.74626,32.92
70405,5990.4,224.32,22.0,39.99749,-105.147423,233.5,333.75,332.73,15.75,126.56,2.42,-0.4,-0.098,202.94,6419.5,4.94,12.25,38.44,28.48,0.000712,0.008136,955.398,813.3,60.144,22.39,313.529,0.321,4951.3062,8.7182,27.1797,33.646,6.73957,33.28
70406,6003.8,220.48,22.65,39.998428,-105.148056,233.25,333.94,332.78,15.5,127.12,2.64,-1.63,-0.018,201.73,6427.8,4.91,12.25,37.62,28.36,0.000716,0.008128,972.384,812.84,60.826,22.21,313.381,0.323,4950.7373,8.702,26.8739,33.21,6.73077,33.14
70407,6006.2,218.92,22.67,39.999397,-105.148705,232.94,334.29,332.73,15.5,127.97,2.55,-3.32,-0.001,202.38,6433.2,4.88,12.251,37.1,28.37,0.00072,0.008127,984.145,812.76,60.169,22.28,313.467,0.321,4949.9551,8.6827,26.9898,33.3745,6.71634,32.59
70408,6018.6,220.23,22.5,40.000343,-105.149338,232.69,334.7,332.62,15.5,127.69,1.9,-2.99,0.06,201.61,6437.6,4.83,12.251,36.95,28.51,0.000718,0.008126,993.045,812.71,62.091,22.23,313.427,0.326,4948.6631,8.6545,26.9204,33.2761,6.69479,32.04
70409,6016.6,219.25,22.5,40.001286,-105.149986,232.62,334.74,332.51,15.5,126.98,1.51,-2.04,0.006,200.89,6441.4,4.85,12.251,37.21,28.56,0.000714,0.00815,1006.578,812.56,61.619,22.33,313.54,0.325,4949.5181,8.6662,27.0698,33.4888,6.70515,32.75
70410,6017.4,220.75,22.5,40.002228,-105.150681,232.69,334.67,332.36,15.5,126.0,1.12,-2.67,-0.137,201.34,6447.1,4.97,12.25,37.67,28.37,0.000709,0.008138,1022.081,812.36,61.818,22.12,313.342,0.325,4950.9697,8.7373,26.7304,33.0052,6.76242,32.84
70411,6028.8,218.63,22.83,40.003181,-105.151306,232.75,334.62,332.2,15.5,125.16,1.12,-3.6,-0.151,200.78,6454.4,5.16,12.25,38.05,28.25,0.000704,0.008116,1056.38,811.96,57.828,22.39,313.669,0.315,4950.7666,8.8513,27.1669,33.6274,6.85504,32.41
70412,6034.4,213.07,22.67,40.004131,-105.151955,232.88,334.38,332.09,15.75,125.16,1.12,-3.57,-0.072,200.93,6458.1,5.28,12.251,38.26,28.17,0.00069,0.008122,1070.212,811.97,57.751,22.32,313.594,0.315,4949.0225,8.9255,27.0536,33.466,6.91304,33.79
